0,8.130031771659851,5.558523616790771,1.008,,,36.7029842376709,28.61203136444092,2.9
0.1,8.859299397468567,5.717045819759369,1.008,,,36.70113773345948,28.618108606338502,2.9
0.2,9.583979201316833,5.871603012084962,1.008,7.444831963749043,,36.7051251411438,28.625861120224,2.9
0.3,10.313876748085022,6.026601052284241,1.008,7.467371833675479,0.22539869926436154,36.69912767410279,28.640654182434087,2.9
0.4,11.04573361873627,6.204040277004243,1.008,7.3929702991031405,-0.744015346,36.68438234329224,28.647798871994016,2.9
0.5,11.74343366622925,6.376329684257507,1.008,7.352726827389321,-0.402434717,36.67891359329224,28.652261257171634,2.9
0.6,12.453224778175354,6.563679599761962,1.008,7.306996031717609,-0.457307957,36.68207788467408,28.655216598510744,2.9
0.7,13.162806606292726,6.771328794956207,1.008,7.353568517310852,0.4657248559324445,36.68410930633545,28.65776305198669,2.9
0.8,13.866975593566895,6.973546624183655,1.008,7.271767566343549,-0.81800951,36.6854190826416,28.66152415275573,2.9
0.9,14.544270968437196,7.185080420970917,1.008,7.175129699283897,-0.966378671,36.68207321166992,28.658946323394783,2.9
1,15.223742294311522,7.39223928451538,1.008,7.117619108887049,-0.575105904,36.69451408386231,28.65869631767273,2.9
1.1,15.89908618927002,7.628192532062531,1.008,7.120369807105778,0.02750698218728827,36.70109701156616,28.657366180419928,2.9
1.2,16.568618035316465,7.8656255364418035,1.008,7.1005215071692644,-0.198482999,36.70849704742432,28.654938554763792,2.9
1.3,17.22079100608826,8.13178791999817,1.008,6.97451099477093,-1.260105124,36.71291637420654,28.6548641204834,2.9
1.4,17.852377223968507,8.377153515815735,1.008,6.942504218407791,-0.320067764,36.71146039962769,28.65464282035828,2.9
1.5,18.500895071029664,8.6427129983902,1.008,6.8746157581025855,-0.678884603,36.706936264038085,28.652337694168097,2.9
1.6,19.12637701034546,8.919601011276246,1.008,6.88037320596996,0.057574478673745634,36.71104516983032,28.651805639266968,2.9
1.7,19.74572529792786,9.198629260063171,1.008,6.807359457685699,-0.730137483,36.71485900878907,28.650769233703617,2.9
1.8,20.35736312866211,9.493207097053528,1.008,6.6913428869580835,-1.160165707,36.722341823577885,28.64832191467285,2.9
1.9,20.923581027984618,9.810836029052735,1.008,6.580719184072439,-1.106237029,36.7226128578186,28.648804569244387,2.9
2,21.50451955795288,10.093630719184876,1.008,6.534633419293221,-0.460857648,36.72913970947266,28.65584545135498,2.9
2.1,22.08981900215149,10.409416484832764,1.008,6.462469962446473,-0.721634568,36.72744274139404,28.657710647583013,2.9
2.2,22.63772506713867,10.715436673164367,1.008,6.497088940791621,0.3461897834514783,36.73035469055176,28.661206054687508,2.9
2.3,23.205417966842656,11.04515733718872,1.008,6.443376618871338,-0.537123219,36.73263645172119,28.662971115112303,2.9
2.4,23.766451835632324,11.371291971206666,1.008,6.460938254411601,0.17561635540262902,36.73722867965699,28.661879634857183,2.9
2.5,24.30118269920349,11.709748482704162,1.008,6.455457190630973,-0.054810638,36.745223522186286,28.66659436225892,2.9
2.6,24.847444868087766,12.070902609825136,1.008,6.42481323417742,-0.306439565,36.74950399398804,28.66473984718323,2.9
2.7,25.38291573524475,12.420969200134278,1.008,6.518990638657555,0.9417740448013424,36.75630788803101,28.665312957763675,2.9
2.8,25.91301231384277,12.81599509716034,1.008,6.508587063062038,-0.104035756,36.77135696411133,28.66435399055481,2.9
2.9,26.447767877578737,13.188544678688052,1.008,6.528783492599701,0.20196429537663826,36.79633150100708,28.667950868606567,2.9
3,26.95745811462403,13.585130858421328,1.008,6.451213657432338,-0.775698352,36.81080780029297,28.670729637146,2.9
3.1,27.46132678985596,13.976202559471131,1.008,6.372553983383324,-0.78659674,36.811002063751225,28.668565034866333,2.9
3.2,27.94820508956909,14.37307028770447,1.008,6.3020733218860165,-0.704806615,36.80877370834351,28.67178139686585,2.9
3.3,28.42600340843201,14.775451326370243,1.008,6.299088000775899,-0.029853211,36.81414566040039,28.67702517509461,2.9
3.4,28.89826121330261,15.202828931808474,1.008,6.207107894294432,-0.919801065,36.82709789276124,28.6752537727356,2.9
3.5,29.34613661766052,15.602901339530945,1.008,6.136310223964273,-0.707976703,36.83644189834595,28.667646789550776,2.9
3.6,29.774989891052247,16.027404546737674,1.008,5.940159742867571,-1.961504811,36.82971410751343,28.66665143966675,2.9
3.7,30.20119423866272,16.417957043647768,1.008,5.863572718497288,-0.765870244,36.81399211883545,28.669166183471685,2.9
3.8,30.617269849777227,16.818535470962527,1.008,5.640581139592183,-2.229915789,36.84279184341431,28.6721932888031,2.9
3.9,30.9951503276825,17.19940934181214,1.008,5.4595515122571685,-1.810296273,36.894872474670414,28.664603662490848,2.9
4,31.35981454849244,17.57538890838623,1.008,5.275708577568633,-1.838429347,36.9360242843628,28.64041953086853,2.9
4.1,31.714079332351684,17.959330940246584,1.008,5.169963554920442,-1.057450226,37.00072870254517,28.60302481651306,2.9
4.2,32.05580978393555,18.330874156951904,1.008,5.034676717416527,-1.352868375,37.0755675315857,28.55303702354432,2.9
4.3,32.3817645072937,18.687560892105104,1.008,4.8232229157444415,-2.114538017,37.20267724990845,28.51448540687561,2.9
4.4,32.678327035903926,19.037860965728765,1.008,4.611112361362538,-2.121105544,37.30854749679565,28.451633501052857,2.9
4.5,32.95508704185486,19.381420230865483,1.008,4.458541219403474,-1.52571142,37.52139616012573,28.386664390563965,2.9
4.6,33.23047218322754,19.7212694644928,1.008,4.31726800104688,-1.412732184,37.659265804290776,28.324674320220947,2.9
4.7,33.49908380508423,20.039701318740843,1.008,4.141543149561596,-1.757248515,37.755477619171145,28.28351082801819,2.9
4.8,33.741623401641846,20.34312882423401,1.008,3.946508726843067,-1.950344227,37.99206180572511,28.249112844467163,2.9
4.9,33.96363048553467,20.650185585021976,1.008,3.8061164422183125,-1.403922846,38.2073471069336,28.170634412765505,2.9
5,34.16278657913208,20.96731300354004,1.008,3.7288437860151995,-0.772726562,38.37724952697754,28.08314476013184,2.9
5.1,34.38285303115845,21.258846712112422,1.008,3.5662151956540726,-1.626285904,38.60246896743775,28.00185217857361,2.9
5.2,34.57617120742798,21.52644095420838,1.008,3.4672514845133953,-0.989637111,38.84028749465943,27.953803348541257,2.9
5.3,34.77457427978516,21.808424711227417,1.008,3.3137320467898235,-1.535194377,38.98221731185912,27.88621335029602,2.9
5.4,34.958034420013426,22.06965098381043,1.008,3.240048443826984,-0.73683603,39.19093170166016,27.848267889022832,2.9
5.5,35.13982963562012,22.31829352378845,1.008,3.1819432696044636,-0.581051742,39.42852325439453,27.79056596755981,2.9
5.6,35.31085624694825,22.597420740127564,1.008,3.2036675406727735,0.21724271068309572,39.67393941879273,27.738112831115725,2.9
5.7,35.50513172149658,22.85887265205384,1.008,3.11054199628844,-0.931255444,39.93227643966675,27.618904829025272,2.9
5.8,35.65426731109619,23.095940828323364,1.008,3.133471492136762,0.22929495848320483,40.12849655151368,27.537983751297,2.9
5.9,35.84203128814697,23.37245082855225,1.008,3.0022539454532495,-1.312175467,40.38075799942016,27.478817510604856,2.9
6,35.98499116897583,23.6205783367157,1.008,3.0309260059630887,0.2867206050983799,40.519584274292,27.43886332511902,2.9
6.1,36.117147064208986,23.877229404449466,1.008,2.885784079615114,-1.451419263,40.72370376586914,27.376780796051023,2.9
6.2,36.27753190994263,24.119672870635984,1.008,2.8621709259304766,-0.236131537,41.044388008117686,27.311926507949824,2.9
6.3,36.401216983795166,24.37007212638855,1.008,2.8754482143756435,0.13277288445165994,41.28947105407715,27.255670213699343,2.9
6.4,36.5679370880127,24.61060266494751,1.008,2.9133518137433563,0.37903599367713,41.476233673095706,27.18811492919922,2.9
6.5,36.7038761138916,24.88034882545472,1.008,2.9523691824203104,0.39017368676953607,41.7132791519165,27.100805187225344,2.9
6.6,36.824842834472655,25.14499940872193,1.008,2.880054154617497,-0.723150278,41.8728609085083,27.031381368637085,2.9
6.7,36.943495750427246,25.388606452941897,1.008,2.9482374507793097,0.6818329616181341,41.99416542053224,26.949540710449224,2.9
6.8,37.07863235473633,25.68144826889037,1.008,3.0441309942565495,0.9589354347724149,42.31158056259155,26.845944881439213,2.9
6.9,37.19889678955078,25.97772374153137,1.008,3.273798901742302,2.2966790748575288,42.53963785171509,26.744868803024293,2.9
7,37.32220735549927,26.29443192481995,1.008,3.4615748929813677,1.8777599123906665,42.75535306930542,26.65546121597289,2.9
7.1,37.45759029388429,26.6482677936554,1.008,3.690138429826943,2.285635368455758,42.91316509246826,26.56334962844849,2.9
7.2,37.57416038513184,27.01868147850037,1.008,3.8463102721511704,1.5617184232422776,43.12107105255128,26.452607107162475,2.9
7.3,37.68196659088135,27.390069484710697,1.008,3.9033541343299842,0.5704386217881382,43.275636005401616,26.368999719619755,2.9
7.4,37.80198802947998,27.767405891418463,1.008,4.097764331225027,1.9441019689504317,43.46991415023805,26.29818835258484,2.9
7.5,37.92714576721192,28.19615802764893,1.008,4.254981559137093,1.5721722791206598,43.75171165466309,26.180366230010986,2.9
7.6,38.00668363571168,28.62268915176392,1.008,4.534858428275854,2.798768691387604,43.99810047149658,26.05738677978516,2.9
7.7,38.07950506210327,29.097059822082525,1.008,4.675984986530153,1.4112655825429898,44.16233253479004,25.946391582489014,2.9
7.8,38.172407722473146,29.5771375656128,1.008,4.867597149119681,1.9161216258952607,44.3663745880127,25.817201375961307,2.9
7.9,38.26063737869263,30.060518789291383,1.008,5.013014292493825,1.4541714337414484,44.61307182312012,25.706046962738032,2.9
8,38.31959199905396,30.58074164390564,1.008,5.264729088531307,2.5171479603748215,44.78243217468262,25.65477108955384,2.9
8.1,38.40363731384277,31.138948678970337,1.008,5.493715337833835,2.2898624930252987,44.97791862487793,25.52691602706909,2.9
8.2,38.4862380027771,31.692887258529662,1.008,5.592480373665038,0.9876503583120328,45.24661035537719,25.430499601364136,2.9
8.3,38.53286256790162,32.2441011428833,1.008,5.48213713668865,-1.10343237,45.50737747192383,25.32395330429077,2.9
8.4,38.58189239501952,32.77323007583619,1.008,,,45.66877555847168,25.18133568763733,2.9
8.5,,,1.008,,,,,2.9
